amount,log_amount,amount_vs_user_avg,is_high_amount,is_very_high_amount,is_extreme_amount,transactions_last_1h,transactions_last_24h,is_velocity_spike_1h,is_velocity_spike_24h,velocity_ratio,distance_from_home_km,is_international,distance_risk,international_far,hour_of_day,day_of_week,is_late_night,is_business_hours,is_weekend,card_present,merchant_risk_score,is_high_risk_merchant,online_international,failed_attempts,has_failed_attempts,many_failed_attempts,device_match,unknown_device,manual_risk_score,is_fraud
39.56,3.702782359282928,0.419,0,0,0,1,1,0,0,24.0,17.47,0,1,0,4,5,1,0,1,1,2,0,0,0,0,0,1,0,0.129,0
106.06,4.673389424965236,1.198,0,0,0,1,1,0,0,24.0,22.85,0,1,0,5,5,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
171.85,5.152424166367633,1.129,0,0,0,1,1,0,0,24.0,6.12,0,0,0,5,5,1,0,1,1,1,0,0,1,1,0,0,1,0.2258,0
215.35,5.3768974666708935,0.726,0,0,0,1,1,0,0,24.0,14.13,0,1,0,5,5,1,0,1,1,2,0,0,0,0,0,0,1,0.2258,0
31.73,3.4882920885130893,0.141,0,0,0,1,1,0,0,24.0,34.29,0,1,0,5,5,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
163.69,5.104064918886117,0.364,0,0,0,1,1,0,0,24.0,29.85,0,1,0,6,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
299.4,5.705114919889979,1.268,0,0,0,1,1,0,0,24.0,27.76,0,1,0,6,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
591.92,6.385059482645659,1.308,1,0,0,1,1,0,0,24.0,25.83,0,1,0,6,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
615.58,6.424188078986973,1.27,1,0,0,1,1,0,0,24.0,30.41,0,1,0,6,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
53.74,4.002594703612533,0.203,0,0,0,1,1,0,0,24.0,36.59,0,1,0,6,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
217.12,5.385045370057861,0.92,0,0,0,1,1,0,0,24.0,24.81,0,1,0,7,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
71.44,4.282758633015213,0.455,0,0,0,1,1,0,0,24.0,14.18,0,1,0,7,5,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
654.85,6.485932104261154,1.417,1,0,0,1,1,0,0,24.0,2.11,0,0,0,7,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
2676.94,7.892803121220441,7.533,1,1,1,1,2,0,0,12.0,11617.95,1,3,1,7,5,0,0,1,0,5,1,1,2,1,0,0,1,0.7097,1
90.88,4.520483377820898,0.663,0,0,0,1,1,0,0,24.0,16.68,0,1,0,8,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
303.96,5.720180620465837,1.231,0,0,0,1,1,0,0,24.0,31.2,0,1,0,8,5,0,0,1,0,2,0,0,0,0,0,1,0,0.0,0
172.27,5.154851071522756,0.554,0,0,0,1,1,0,0,24.0,28.1,0,1,0,8,5,0,0,1,1,1,0,0,1,1,0,1,0,0.0,0
198.11,5.293857435825943,1.199,0,0,0,1,1,0,0,24.0,18.75,0,1,0,8,5,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
697.33,6.548691770407046,1.962,1,1,0,1,2,0,0,12.0,24.17,0,1,0,8,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
534.4,6.283014131086252,1.152,1,0,0,1,2,0,0,12.0,21.04,0,1,0,8,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
13.37,2.6651427000909336,0.119,0,0,0,1,1,0,0,24.0,16.14,0,1,0,9,5,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
414.62,6.029771381262568,1.064,1,0,0,1,1,0,0,24.0,10.06,0,1,0,9,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
38.48,3.675794214565281,0.331,0,0,0,1,1,0,0,24.0,24.04,0,1,0,9,5,0,1,1,0,2,0,0,1,1,0,1,0,0.0,0
104.25,4.656338472562491,1.376,0,0,0,1,1,0,0,24.0,33.08,0,1,0,9,5,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
458.96,6.131139529180464,1.02,1,0,0,1,2,0,0,12.0,8.91,0,0,0,10,5,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
121.1,4.804840381116659,1.226,0,0,0,1,1,0,0,24.0,10.58,0,1,0,10,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
748.78,6.619779830166386,2.047,1,1,0,1,1,0,0,24.0,30.91,0,1,0,10,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
89.84,4.5090997172373575,0.722,0,0,0,1,1,0,0,24.0,9.2,0,0,0,10,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
402.87,6.001093043999938,1.476,1,0,0,1,1,0,0,24.0,31.2,0,1,0,11,5,0,1,1,0,1,0,0,1,1,0,1,0,0.0,0
592.04,6.385261850348464,2.407,1,0,0,1,1,0,0,24.0,14.17,0,1,0,11,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
78.41,4.37462430490712,0.774,0,0,0,1,1,0,0,24.0,17.69,0,1,0,11,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
38.1,3.66612246699132,0.646,0,0,0,1,1,0,0,24.0,26.17,0,1,0,11,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
2610.37,7.867630266817271,7.136,1,1,1,2,4,0,0,12.0,1718.62,1,3,1,11,5,0,1,1,0,5,1,1,2,1,0,0,1,0.7097,1
463.4,6.140746249823736,1.985,1,0,0,1,1,0,0,24.0,23.59,0,1,0,12,5,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
816.3,6.706006224522084,1.641,1,1,0,1,1,0,0,24.0,12.99,0,1,0,12,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
320.85,5.774085598498625,0.723,0,0,0,1,1,0,0,24.0,25.06,0,1,0,12,5,0,1,1,0,2,0,0,0,0,0,1,0,0.0,0
3.37,1.4747630091074988,0.013,0,0,0,19,30,1,1,15.2,6.83,0,0,0,12,5,0,1,1,0,5,1,0,8,1,1,0,1,0.5161,1
18.64,2.97756830292632,0.515,0,0,0,1,1,0,0,24.0,25.2,0,1,0,12,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
129.59,4.872062644232316,0.38,0,0,0,1,1,0,0,24.0,40.34,0,1,0,13,5,0,1,1,0,2,0,0,0,0,0,1,0,0.0,0
536.24,6.286444922040874,1.17,1,0,0,1,1,0,0,24.0,30.14,0,1,0,13,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
362.98,5.897098921072261,1.286,0,0,0,1,1,0,0,24.0,26.25,0,1,0,13,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
717.1,6.5766088351162715,1.607,1,1,0,1,2,0,0,12.0,9.35,0,0,0,13,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
86.65,4.473351611367243,1.103,0,0,0,1,1,0,0,24.0,27.85,0,1,0,14,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
104.9,4.662495252607361,0.635,0,0,0,1,1,0,0,24.0,1.77,0,0,0,14,5,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
31.78,3.4898185733156835,0.436,0,0,0,1,1,0,0,24.0,29.03,0,1,0,14,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
453.18,6.118493595236523,1.016,1,0,0,2,3,0,0,16.0,13.85,0,1,0,14,5,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
443.54,6.097040039656621,1.413,1,0,0,1,1,0,0,24.0,8.78,0,0,0,14,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
127.0,4.852030263919617,0.679,0,0,0,1,1,0,0,24.0,16.74,0,1,0,15,5,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
380.24,5.9434290980694255,1.039,0,0,0,1,3,0,0,8.0,3.7,0,0,0,15,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
107.14,4.683426683953859,0.649,0,0,0,1,2,0,0,12.0,12.15,0,1,0,15,5,0,1,1,0,1,0,0,1,1,0,1,0,0.0,0
209.52,5.349580660485579,1.744,0,0,0,1,1,0,0,24.0,24.33,0,1,0,15,5,0,1,1,0,2,0,0,0,0,0,1,0,0.0,0
112.85,4.734881792509748,1.034,0,0,0,1,1,0,0,24.0,26.54,0,1,0,15,5,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
138.95,4.941285215961463,0.506,0,0,0,1,1,0,0,24.0,18.59,0,1,0,16,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
719.14,6.579445637552674,1.493,1,1,0,1,1,0,0,24.0,10.59,0,1,0,16,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
417.16,6.035864134404666,1.247,1,0,0,1,1,0,0,24.0,29.82,0,1,0,16,5,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
143.18,4.971062518976432,1.11,0,0,0,1,1,0,0,24.0,28.47,0,1,0,16,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
104.83,4.661834033105633,1.344,0,0,0,1,1,0,0,24.0,2.79,0,0,0,16,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
323.94,5.783640549901604,0.659,0,0,0,1,1,0,0,24.0,39.34,0,1,0,17,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
19.9,3.039749158970765,0.546,0,0,0,1,1,0,0,24.0,37.75,0,1,0,17,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
248.05,5.5176536795192925,0.505,0,0,0,1,1,0,0,24.0,28.48,0,1,0,17,5,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
206.9,5.337057194863967,0.445,0,0,0,1,1,0,0,24.0,25.08,0,1,0,17,5,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
66.21,4.2078220459818745,0.257,0,0,0,1,1,0,0,24.0,31.17,0,1,0,18,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
60.1,4.11251186617755,1.054,0,0,0,1,2,0,0,12.0,29.91,0,1,0,18,5,0,0,1,0,1,0,0,0,0,0,0,1,0.0968,0
70.42,4.268577942166303,0.34,0,0,0,1,1,0,0,24.0,32.71,0,1,0,18,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
353.95,5.871976934485395,0.82,0,0,0,1,1,0,0,24.0,20.61,0,1,0,18,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
224.01,5.41614484566124,1.118,0,0,0,1,1,0,0,24.0,12.73,0,1,0,18,5,0,0,1,1,2,0,0,0,0,0,0,1,0.0968,0
464.45,6.143004679562499,1.186,1,0,0,1,1,0,0,24.0,29.84,0,1,0,19,5,0,0,1,1,2,0,0,0,0,0,1,0,0.0,0
329.56,5.800788185931274,1.36,0,0,0,1,1,0,0,24.0,33.76,0,1,0,19,5,0,0,1,0,2,0,0,0,0,0,1,0,0.0,0
310.93,5.742778803662883,1.076,0,0,0,1,1,0,0,24.0,25.46,0,1,0,19,5,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
142.62,4.967170922682172,1.045,0,0,0,1,1,0,0,24.0,18.34,0,1,0,19,5,0,0,1,0,2,0,0,0,0,0,1,0,0.0,0
441.56,6.092576048476394,1.385,1,0,0,1,1,0,0,24.0,31.88,0,1,0,19,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
505.12,6.226773795321063,1.428,1,0,0,1,1,0,0,24.0,33.18,0,1,0,20,5,0,0,1,0,1,0,0,0,0,0,0,1,0.0968,0
230.06,5.442677417054872,0.777,0,0,0,1,1,0,0,24.0,19.94,0,1,0,20,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
174.08,5.165243012322694,0.357,0,0,0,1,1,0,0,24.0,25.23,0,1,0,20,5,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
80.34,4.398637900479079,1.103,0,0,0,1,1,0,0,24.0,27.69,0,1,0,20,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
128.32,4.862289952857232,1.61,0,0,0,1,1,0,0,24.0,39.52,0,1,0,21,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
0.96,0.6729444732424258,0.014,0,0,0,1,1,0,0,24.0,10.79,0,1,0,21,5,0,0,1,0,1,0,0,1,1,0,1,0,0.0,0
366.5,5.906723318652891,0.888,0,0,0,1,1,0,0,24.0,24.18,0,1,0,21,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
677.94,6.520532758411254,1.784,1,0,0,1,2,0,0,12.0,12.3,0,1,0,21,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
464.36,6.142811299602506,1.407,1,0,0,1,1,0,0,24.0,29.9,0,1,0,22,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
138.3,4.93662988078576,0.406,0,0,0,1,1,0,0,24.0,19.34,0,1,0,22,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
761.15,6.63614338670785,2.173,1,1,0,1,1,0,0,24.0,18.33,0,1,0,22,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
33.79,3.5493299891638506,1.636,0,0,0,1,1,0,0,24.0,30.26,0,1,0,22,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
250.44,5.527204392489312,0.76,0,0,0,1,1,0,0,24.0,12.95,0,1,0,22,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
206.94,5.337249576549824,0.453,0,0,0,1,1,0,0,24.0,29.56,0,1,0,23,5,0,0,1,1,2,0,0,0,0,0,1,0,0.0,0
208.86,5.346440641729765,0.779,0,0,0,1,1,0,0,24.0,25.11,0,1,0,23,5,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
382.73,5.9499391802794115,0.858,0,0,0,1,1,0,0,24.0,1.53,0,0,0,23,5,0,0,1,1,2,0,0,0,0,0,1,0,0.0,0
39.18,3.6933693593867885,0.286,0,0,0,1,1,0,0,24.0,18.02,0,1,0,23,5,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
8.09,2.2071749081893874,0.05,0,0,0,1,1,0,0,24.0,19.06,0,1,0,0,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
41.61,3.7520889675118205,0.359,0,0,0,1,1,0,0,24.0,18.71,0,1,0,0,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
191.9,5.262171919911683,1.203,0,0,0,1,1,0,0,24.0,27.97,0,1,0,0,6,0,0,1,1,1,0,0,1,1,0,1,0,0.0,0
135.15,4.913757219119769,0.415,0,0,0,1,1,0,0,24.0,24.55,0,1,0,0,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
19.93,3.0411835364579085,0.35,0,0,0,1,1,0,0,24.0,31.62,0,1,0,0,6,0,0,1,0,2,0,0,0,0,0,1,0,0.0,0
239.13,5.481180443360223,0.84,0,0,0,1,1,0,0,24.0,26.72,0,1,0,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
58.0,4.07753744390572,0.766,0,0,0,1,2,0,0,12.0,26.23,0,1,0,1,6,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
24.58,3.2418107961506966,0.965,0,0,0,1,1,0,0,24.0,22.98,0,1,0,1,6,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
48.94,3.910822284851627,0.539,0,0,0,1,1,0,0,24.0,18.72,0,1,0,1,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
67.61,4.2284382967028,0.91,0,0,0,1,1,0,0,24.0,16.18,0,1,0,1,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
162.88,5.09913445267867,0.951,0,0,0,1,1,0,0,24.0,21.17,0,1,0,2,6,1,0,1,0,1,0,0,0,0,0,1,0,0.129,0
89.18,4.501807672992938,1.223,0,0,0,1,1,0,0,24.0,8.22,0,0,0,2,6,1,0,1,1,1,0,0,0,0,0,0,1,0.2258,0
178.72,5.191400084201959,1.556,0,0,0,1,1,0,0,24.0,30.2,0,1,0,2,6,1,0,1,0,2,0,0,0,0,0,0,1,0.2258,0
315.69,5.757923377422455,0.85,0,0,0,1,1,0,0,24.0,13.12,0,1,0,2,6,1,0,1,1,2,0,0,1,1,0,1,0,0.129,0
2099.91,7.6501258631830735,4.583,1,1,1,1,3,0,0,8.0,158.35,0,2,0,2,6,1,0,1,0,4,1,0,1,1,0,0,1,0.4839,1
49.89,3.9296664406007413,0.621,0,0,0,1,1,0,0,24.0,20.32,0,1,0,3,6,1,0,1,1,2,0,0,0,0,0,1,0,0.129,0
405.29,6.007067190335389,0.979,1,0,0,1,1,0,0,24.0,28.89,0,1,0,3,6,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
321.35,5.775637911756629,1.438,0,0,0,1,1,0,0,24.0,17.93,0,1,0,3,6,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
5.68,1.8991179875485542,0.232,0,0,0,1,1,0,0,24.0,16.79,0,1,0,3,6,1,0,1,1,1,0,0,1,1,0,1,0,0.129,0
219.82,5.397347890010991,0.553,0,0,0,1,1,0,0,24.0,32.86,0,1,0,3,6,1,0,1,1,2,0,0,1,1,0,1,0,0.129,0
501.01,6.2186200398120475,1.169,1,0,0,1,1,0,0,24.0,7.7,0,0,0,4,6,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
222.33,5.408650498232383,0.772,0,0,0,1,1,0,0,24.0,17.29,0,1,0,4,6,1,0,1,1,2,0,0,1,1,0,1,0,0.129,0
807.18,6.694784805988264,1.906,1,1,0,1,1,0,0,24.0,30.22,0,1,0,4,6,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
90.01,4.510969390589264,1.528,0,0,0,1,1,0,0,24.0,38.39,0,1,0,4,6,1,0,1,0,2,0,0,0,0,0,1,0,0.129,0
477.5,6.170656210893009,1.308,1,0,0,1,1,0,0,24.0,35.54,0,1,0,5,6,1,0,1,1,1,0,0,0,0,0,0,1,0.2258,0
387.93,5.963399378839639,1.043,0,0,0,1,1,0,0,24.0,15.76,0,1,0,5,6,1,0,1,0,1,0,0,1,1,0,1,0,0.129,0
8.46,2.247072383063787,0.073,0,0,0,1,1,0,0,24.0,31.85,0,1,0,5,6,1,0,1,1,1,0,0,0,0,0,1,0,0.129,0
667.36,6.504826950525943,1.335,1,0,0,1,1,0,0,24.0,34.19,0,1,0,5,6,1,0,1,1,1,0,0,0,0,0,0,1,0.2258,0
305.77,5.726098281139616,0.702,0,0,0,1,1,0,0,24.0,23.53,0,1,0,6,6,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
559.93,6.329596120553775,1.19,1,0,0,1,1,0,0,24.0,27.17,0,1,0,6,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
36.48,3.6238074573702215,0.116,0,0,0,1,2,0,0,12.0,30.64,0,1,0,6,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
115.67,4.759349436835766,1.427,0,0,0,1,1,0,0,24.0,33.05,0,1,0,6,6,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
246.38,5.510925615946864,0.834,0,0,0,1,1,0,0,24.0,37.35,0,1,0,6,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
141.23,4.957445465582136,1.366,0,0,0,1,1,0,0,24.0,23.7,0,1,0,7,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
393.88,5.978581921276969,0.832,0,0,0,1,1,0,0,24.0,19.19,0,1,0,7,6,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0
29.03,3.402196881995239,0.176,0,0,0,1,2,0,0,12.0,18.41,0,1,0,7,6,0,0,1,1,1,0,0,0,0,0,0,1,0.0968,0
442.3,6.094246741751008,1.207,1,0,0,1,1,0,0,24.0,18.8,0,1,0,7,6,0,0,1,0,2,0,0,0,0,0,1,0,0.0,0
143.67,4.974455286641499,0.583,0,0,0,1,1,0,0,24.0,17.86,0,1,0,7,6,0,0,1,0,1,0,0,1,1,0,1,0,0.0,0
178.39,5.189562206710999,1.472,0,0,0,1,1,0,0,24.0,26.26,0,1,0,8,6,0,0,1,1,2,0,0,0,0,0,1,0,0.0,0
468.11,6.150837282523528,1.12,1,0,0,1,1,0,0,24.0,33.38,0,1,0,8,6,0,0,1,1,2,0,0,0,0,0,1,0,0.0,0
46.58,3.8624125048748117,1.435,0,0,0,1,1,0,0,24.0,26.13,0,1,0,8,6,0,0,1,1,1,0,0,1,1,0,1,0,0.0,0
86.06,4.4665975361241514,0.807,0,0,0,1,1,0,0,24.0,10.29,0,1,0,8,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
412.08,6.023641278803203,2.117,1,0,0,1,1,0,0,24.0,6.42,0,0,0,9,6,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
101.95,4.634243433473799,0.218,0,0,0,1,1,0,0,24.0,16.39,0,1,0,9,6,0,1,1,1,1,0,0,1,1,0,0,1,0.0968,0
168.61,5.133501683883748,0.774,0,0,0,1,1,0,0,24.0,23.2,0,1,0,9,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
546.8,6.3059102568289775,1.469,1,0,0,1,1,0,0,24.0,4.5,0,0,0,9,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
65.93,4.203647297112551,0.87,0,0,0,1,3,0,0,8.0,25.04,0,1,0,9,6,0,1,1,0,1,0,0,0,0,0,0,1,0.0968,0
75.82,4.341465022917759,0.91,0,0,0,1,1,0,0,24.0,18.04,0,1,0,10,6,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
116.45,4.7660127111049215,0.394,0,0,0,1,2,0,0,12.0,16.34,0,1,0,10,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
680.4,6.524149505226866,1.411,1,0,0,1,1,0,0,24.0,36.52,0,1,0,10,6,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
187.16,5.237292664710262,0.819,0,0,0,1,1,0,0,24.0,31.87,0,1,0,10,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
327.75,5.795297583491974,1.458,0,0,0,1,1,0,0,24.0,36.19,0,1,0,10,6,0,1,1,1,1,0,0,1,1,0,1,0,0.0,0
423.89,6.051830311894415,1.288,1,0,0,1,1,0,0,24.0,37.47,0,1,0,11,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
879.87,6.780910055456818,1.814,1,1,0,1,1,0,0,24.0,25.04,0,1,0,11,6,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
545.38,6.303314704365582,1.374,1,0,0,1,1,0,0,24.0,31.22,0,1,0,11,6,0,1,1,1,1,0,0,1,1,0,1,0,0.0,0
209.94,5.351573732848468,0.936,0,0,0,1,1,0,0,24.0,1.07,0,0,0,11,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
141.38,4.958499539675727,1.334,0,0,0,1,1,0,0,24.0,23.3,0,1,0,12,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
90.96,4.521353699894981,1.224,0,0,0,1,2,0,0,12.0,32.11,0,1,0,12,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
287.32,5.664070974419973,1.294,0,0,0,1,1,0,0,24.0,34.5,0,1,0,12,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
160.11,5.082087361502896,1.214,0,0,0,1,1,0,0,24.0,14.5,0,1,0,12,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
204.99,5.327827623921977,0.457,0,0,0,1,1,0,0,24.0,14.72,0,1,0,12,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
28.87,3.3968546322280186,0.446,0,0,0,1,1,0,0,24.0,14.91,0,1,0,13,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
31.61,3.484618989801228,0.761,0,0,0,1,1,0,0,24.0,37.87,0,1,0,13,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
67.55,4.227563406008323,1.733,0,0,0,1,1,0,0,24.0,31.43,0,1,0,13,6,0,1,1,0,1,0,0,0,0,0,0,1,0.0968,0
315.76,5.7581443893422115,1.133,0,0,0,1,1,0,0,24.0,37.53,0,1,0,13,6,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
44.46,3.8168328184243974,0.571,0,0,0,1,1,0,0,24.0,30.12,0,1,0,14,6,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
453.88,6.12003364790269,0.992,1,0,0,1,1,0,0,24.0,24.34,0,1,0,14,6,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
160.92,5.087102386099101,0.626,0,0,0,1,2,0,0,12.0,28.27,0,1,0,14,6,0,1,1,0,1,0,0,1,1,0,1,0,0.0,0
54.09,4.008968211484625,0.743,0,0,0,1,2,0,0,12.0,15.91,0,1,0,14,6,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
310.53,5.741495641776368,1.783,0,0,0,1,1,0,0,24.0,38.88,0,1,0,14,6,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
46.28,3.856087373097843,1.17,0,0,0,1,1,0,0,24.0,21.74,0,1,0,15,6,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
312.72,5.748500868344466,1.008,0,0,0,1,1,0,0,24.0,1.24,0,0,0,15,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
291.29,5.67774646010536,1.031,0,0,0,1,1,0,0,24.0,19.2,0,1,0,15,6,0,1,1,0,1,0,0,1,1,0,1,0,0.0,0
432.58,6.07207632360037,1.03,1,0,0,1,1,0,0,24.0,36.64,0,1,0,15,6,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
329.12,5.799456224724484,1.675,0,0,0,1,1,0,0,24.0,29.88,0,1,0,15,6,0,1,1,1,2,0,0,0,0,0,1,0,0.0,0
435.92,6.0797501119753425,0.889,1,0,0,1,1,0,0,24.0,14.99,0,1,0,16,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
742.14,6.610884452270768,2.196,1,1,0,1,1,0,0,24.0,32.56,0,1,0,16,6,0,1,1,1,2,0,0,0,0,0,0,1,0.0968,0
186.26,5.232498025510743,0.428,0,0,0,1,1,0,0,24.0,14.45,0,1,0,16,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
596.23,6.392302298830656,1.478,1,0,0,1,1,0,0,24.0,9.47,0,0,0,16,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
62.48,4.150724895658208,0.552,0,0,0,1,1,0,0,24.0,11.13,0,1,0,17,6,0,1,1,0,1,0,0,0,0,0,1,0,0.0,0
247.91,5.517091385344304,0.567,0,0,0,1,1,0,0,24.0,8.78,0,0,0,17,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
216.17,5.38068045697316,1.079,0,0,0,1,2,0,0,12.0,4.62,0,0,0,17,6,0,1,1,0,1,0,0,1,1,0,1,0,0.0,0
369.86,5.915824632899237,1.399,0,0,0,1,1,0,0,24.0,22.25,0,1,0,17,6,0,1,1,1,1,0,0,0,0,0,0,1,0.0968,0
340.23,5.832556736723042,0.765,0,0,0,1,1,0,0,24.0,17.98,0,1,0,17,6,0,1,1,1,1,0,0,0,0,0,1,0,0.0,0
26.84,3.326473835466219,0.891,0,0,0,1,1,0,0,24.0,39.49,0,1,0,18,6,0,0,1,1,2,0,0,0,0,0,1,0,0.0,0
88.39,4.493008819099761,1.814,0,0,0,1,1,0,0,24.0,28.13,0,1,0,18,6,0,0,1,1,1,0,0,0,0,0,1,0,0.0,0
178.23,5.188669897243506,0.705,0,0,0,1,1,0,0,24.0,17.01,0,1,0,18,6,0,0,1,1,1,0,0,1,1,0,1,0,0.0,0
